instance;algorithm;cp_solver;cp_strategy;uf_conflict_strategy;uf_conflicts_combinator;fzn_optimisation_level;threads;cores;cp_timeout_sec;exhaustive;hypervolume;datetime;cp_solutions;cp_total_nodes;time_cp_sec;time_fzn_sec;cp_solutions_list;uf_time_sec;uf_calls;uf_solutions;uf_conflicts;uf_solutions_list;uf_conflicts_backtrack;hypervolume_before_uf;pareto_front
topology100-14_001_u20;cusolve-mo;gecode;firstfail-random;forbid_source_target_alloc_and;or;1;16;8;1800;False;4620.0;2023-05-01 16:57:57.364270;6;8421;60.13550999999999;49.984880000000004;[10.24605, 63.38526999999999, 73.3791, 83.11061, 93.14645999999999, 102.95514];26.015287999999998;6;0;6;[False, False, False, False, False, False];0;;{[91, 24, 14]}
topology100-14_001_u20;cusolve-mo;gecode;firstfail-random;forbid_source_target_alloc_and;and;1;16;8;1800;False;3212.0;2023-05-01 16:57:57.501642;14;97774;937.8909799999999;110.05773;[10.07668, 259.11487, 270.02146999999997, 280.78794, 291.39356, 301.96404, 453.37304, 463.86231000000004, 474.75419, 485.36920999999995, 496.4182399999999, 1019.65851, 1030.4152599999998, 1040.8882099999998];39.757222;14;0;14;[False, False, False, False, False, False, False, False, False, False, False, False, False, False];0;;{[96, 30, 14],[97, 26, 14],[99, 24, 14],[99, 31, 13],[95, 32, 14],[94, 33, 14]}
topology100-14_001_u20;cusolve-mo;gecode;firstfail-random;forbid_target_alloc;or;1;16;8;1800;False;14208.0;2023-05-01 16:57:58.126305;15;69730;415.31008799999995;114.27781;[10.568169000000001, 21.007148, 31.048028000000002, 41.130798, 51.304248, 61.711248, 74.66055800000001, 84.784328, 95.226978, 463.20448799999997, 473.322478, 491.660388, 501.917628, 512.466448, 522.4020479999999];42.98942399999999;15;8;7;[False, False, True, True, True, False, True, True, True, False, True, True, False, False, False];0;;{[74, 25, 14],[72, 28, 14],[90, 23, 14],[70, 29, 14],[73, 27, 14],[87, 24, 14]}
topology100-14_001_u20;cusolve-mo;gecode;firstfail-random;decrease_max_link_charge;and;1;16;8;1800;False;8796.0;2023-05-01 16:57:58.006761;16;72592;405.58019;123.50618;[10.5018, 21.033029999999997, 160.53188, 170.44741, 180.3528, 190.36525, 200.90741, 211.35188000000002, 222.12433000000004, 232.94591000000003, 243.38853, 253.8573, 264.337, 274.76931, 302.68311, 521.82471];47.368885;16;6;10;[False, True, False, False, True, False, False, True, True, True, False, True, False, False, False, False];0;;{[90, 27, 14],[94, 24, 14],[92, 26, 14],[83, 29, 14],[89, 28, 14],[81, 39, 14]}
topology100-14_001_u20;cusolve-mo;gecode;firstfail-random;not_assignment;and;1;16;8;1800;False;14922.0;2023-05-01 16:57:57.281955;22;10029;97.73956799999999;169.75261999999998;[10.42849, 20.54779, 30.982769, 41.060129, 51.187659000000004, 61.19494900000001, 72.170999, 82.84496899999999, 93.74549900000001, 104.695558, 116.04346800000002, 126.88706800000003, 138.068238, 148.40974800000004, 158.79807800000003, 169.05509800000002, 179.18888800000002, 189.68325800000002, 228.881908, 239.04935799999998, 250.09961799999996, 260.120278];58.85448300000001;22;5;17;[False, False, True, False, False, True, False, False, False, True, False, True, True, False, False, False, False, False, False, False, False, False];0;;{[99, 23, 14],[69, 27, 14],[68, 28, 14],[91, 24, 14],[84, 25, 14]}
topology100-14_001_u20;cusolve-mo;gecode;firstfail-random;forbid_target_alloc;and;1;16;8;1800;False;4596.0;2023-05-01 16:57:58.115515;32;23726;246.01265500000002;264.01072;[10.17131, 20.49577, 30.25587, 40.036, 50.13519, 60.40631, 70.15928, 79.83404999999999, 89.91583, 99.63854, 110.03222000000001, 120.32304000000002, 130.93146000000002, 142.49481, 153.57761, 164.49546, 174.79816, 290.62959, 301.28841, 312.81913999999995, 360.61923, 370.9406, 381.79884000000004, 392.90193000000005, 403.92763, 413.942, 424.69767, 434.82418, 444.99227, 463.119948, 482.49521100000004, 502.301475];79.688087;32;6;26;[False, False, False, False, False, False, False, False, False, True, False, True, True, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True];3;;{[93, 33, 14],[94, 26, 14],[99, 32, 13],[96, 24, 14],[91, 35, 14],[95, 25, 14],[98, 22, 14],[97, 23, 14]}
topology100-14_001_u20;cusolve-mo;gecode;firstfail-random;decrease_one_link_charge;or;1;16;8;1800;False;7770.0;2023-05-01 16:57:58.120929;38;72550;564.0126490000004;281.95319;[10.43654, 20.33642, 30.786719, 40.752959000000004, 50.719449, 60.829839, 70.993579, 81.519369, 92.488699, 220.13914899999997, 230.25523899999996, 240.44694899999996, 250.121419, 260.186579, 269.86613900000003, 279.74448900000004, 289.85566900000003, 332.17797900000005, 342.21994900000004, 352.161959, 362.08695900000004, 372.43700900000005, 382.700419, 400.9232390000001, 411.0439090000001, 420.81587900000005, 430.79040900000007, 440.90924900000005, 451.128969, 461.249049, 471.29982900000005, 481.38470900000004, 787.644309, 797.7291690000001, 808.1575190000002, 818.5233690000002, 828.7537190000003, 838.7019290000003];93.94512900000002;38;6;32;[False, False, True, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, True, False, False, True, False, False, False, True, False, False, False, False, False, True, False, False, False];0;;{[99, 32, 13],[89, 26, 14],[84, 37, 14],[91, 25, 14],[86, 29, 14],[97, 23, 14],[85, 31, 14],[95, 24, 14],[87, 28, 14]}
topology100-14_001_u20;cusolve-mo;gecode;firstfail-random;not_assignment;or;1;16;8;1800;False;11256.0;2023-05-01 16:57:57.281128;44;35410;346.3583600000001;356.809175;[10.09889, 20.17216, 30.3499, 40.36534, 51.029880000000006, 160.77304, 170.83615, 180.86077, 190.93272000000002, 200.94915, 210.92393, 220.93051000000003, 231.85321, 242.83034000000004, 253.09517000000002, 263.57922, 273.79646, 283.8276000000001, 295.2577600000001, 307.0395800000001, 319.0758300000001, 331.2470290000001, 343.72331900000006, 355.68753900000013, 368.2229880000001, 379.7877470000001, 392.0658770000001, 404.1763770000001, 416.0502770000001, 427.7505670000001, 440.59358700000007, 453.0369670000001, 489.5068870000001, 501.60675700000013, 513.7039970000001, 527.8128470000001, 572.6945870000002, 584.8463670000001, 597.0224270000001, 609.5954760000002, 621.4493360000001, 634.6270750000001, 657.7053050000002, 694.8100750000001];111.91737200000001;44;8;36;[False, False, True, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, True, True, False, False, False, True, False, False, True, True, False, False, True, False, False, False, False, False, False, False, False, False, False];;;{[81, 27, 14],[78, 29, 14],[84, 26, 14],[94, 23, 14],[97, 22, 14],[76, 34, 14],[92, 24, 14]}
topology100-14_001_u20;cusolve-mo;gecode;firstfail-random;decrease_max_link_charge;or;1;16;8;1800;False;16506.0;2023-05-01 16:57:57.995860;44;89986;693.616089;320.9079200000001;[10.605579, 20.712749, 31.267308999999997, 41.543769, 51.684208999999996, 61.890769000000006, 72.20309900000001, 82.57822900000001, 92.77665900000001, 102.86790900000001, 113.82325900000001, 124.23193900000001, 134.45198900000003, 144.692689, 155.33653900000002, 166.111489, 176.73848900000002, 186.841829, 196.671159, 206.70833899999997, 218.44476899999995, 228.58453899999998, 240.60568899999998, 251.34936899999997, 261.765849, 273.925139, 283.838469, 294.196379, 304.91667899999993, 442.00012899999996, 452.183569, 462.121269, 472.77255899999994, 632.5673889999999, 642.827459, 653.597479, 663.433949, 673.7090790000001, 683.6147990000002, 693.6251590000002, 921.0116190000001, 934.7347290000001, 944.821079, 1007.2933690000001];111.381796;44;19;25;[False, False, False, False, False, True, False, False, False, False, True, True, False, False, False, True, False, True, False, False, False, False, True, True, True, True, True, True, False, False, False, True, True, False, True, True, True, True, False, True, False, False, False, True];0;;{[65, 45, 14],[67, 26, 14],[78, 24, 14],[70, 25, 14],[83, 23, 14],[66, 28, 14]}
topology100-14_001_u40;cusolve-mo;gecode;firstfail-random;not_assignment;and;1;16;8;1800;False;11238.0;2023-05-01 16:57:58.118982;43;92828;768.3498499999997;331.6946789999999;[10.32002, 20.21897, 30.16292, 40.23753, 50.844, 122.65283, 132.9306, 142.88772999999998, 153.12912999999998, 163.06506, 173.10105999999996, 183.31766999999996, 227.89039999999994, 403.29079999999993, 413.91462999999993, 424.7504099999999, 435.18698999999987, 445.6675399999999, 456.3426199999999, 467.03380999999996, 477.39576, 487.92985, 498.14647, 508.48699, 518.68706, 529.3577, 539.6906899999999, 895.11813, 906.1941199999999, 942.0158899999999, 953.3542399999999, 964.0182799999998, 975.1187299999998, 986.5753199999998, 997.0915099999997, 1007.5089099999998, 1018.1295799999997, 1028.7632699999997, 1041.6235089999996, 1053.5424789999997, 1065.7272789999997, 1078.5337189999996, 1091.5621089999995];119.72088000000002;43;13;30;[False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, True, True, False, True, True, True, True, True, False, False, False, True, True, False, False, False, True, False, True, False, False, False, False, False, False, True, False];0;;{[97, 46, 14],[64, 56, 14],[59, 84, 14],[62, 62, 14],[84, 55, 14],[96, 48, 14],[93, 52, 14],[94, 51, 14],[63, 60, 14],[90, 53, 14]}
